enterprise_id,application_number,kvic_branch_code,financial_year,application_date,sanction_date,disbursement_date,state,district,block,location_type,gender,category,age,education_level,is_physically_challenged,sector,activity,enterprise_status,previous_enterprise_id,project_cost_rs,margin_money_subsidy_rs,subsidy_percentage,bank_loan_amount_rs,beneficiary_contribution_rs,bank_name,bank_branch,employment_at_setup,male_employees,female_employees,current_employment,is_second_loan_availed,second_loan_date,upgraded_to_small_enterprise,upgrade_date,additional_employment_after_upgrade,operational_status,last_inspection_date,annual_turnover_rs,sustainability_score
PMEGP-2025-002547,APP-565141,KVIC-BIH-04,2024-25,2024-10-05,2024-12-16,2025-01-31,Bihar,Patna,Patna-Block-3,Rural,Male,ST,22,Technical/ITI,False,Manufacturing,Paper & Paper Products,New,,1657526,426785.2,25.75,1064988.2,165752.6,Indian Bank,Indian-Patna-7,10,4,6,9,False,,False,,0,Operational,2025-12-10,1847193.12,78
PMEGP-2023-002548,APP-369601,KVIC-TAM-16,2023-24,2023-08-18,2023-09-26,2023-11-07,Tamil Nadu,Madurai,Madurai-Block-3,Urban,Male,OBC,24,Technical/ITI,False,Service,Healthcare Services,New,,790296,167724.8,21.22,543541.6,79029.6,HDFC Bank,HDFC-Madurai-7,5,3,2,4,False,,False,,0,Operational,2024-06-03,2026664.06,90
PMEGP-2024-002549,APP-116432,KVIC-MAD-08,2025-26,2025-05-01,2025-07-02,2025-08-15,Madhya Pradesh,Bhopal,Bhopal-Block-2,Rural,Male,General,31,12th Pass,False,Manufacturing,Metal Products,New,,2128560,541529.11,25.44,1374174.89,212856.0,State Bank of India,State-Bhopal-5,7,3,4,8,False,,False,,0,Operational,2026-02-18,5982424.84,79
PMEGP-2025-002550,APP-356139,KVIC-HAR-19,2025-26,2025-05-05,2025-06-23,2025-08-01,Haryana,Ambala,Ambala-Block-5,Rural,Male,General,51,Technical/ITI,False,Manufacturing,Paper & Paper Products,New,,1759799,553408.13,31.45,1030410.97,175979.9,Axis Bank,Axis-Ambala-1,6,2,4,4,False,,False,,0,Operational,2026-04-04,4566778.62,90
PMEGP-2023-002551,APP-338634,KVIC-MAD-17,2025-26,2025-08-10,2025-09-15,2025-10-29,Madhya Pradesh,Ujjain,Ujjain-Block-5,Urban,Female,OBC,30,12th Pass,False,Manufacturing,Non-Metallic Products,New,,2264713,461595.82,20.38,1576645.88,226471.3,ICICI Bank,ICICI-Ujjain-3,7,5,2,12,False,,False,,0,Operational,2026-05-02,3708880.29,74
PMEGP-2024-002552,APP-996609,KVIC-ASS-03,2024-25,2024-12-27,2025-02-02,2025-02-23,Assam,Silchar,Silchar-Block-1,Urban,Male,OBC,53,Graduate,False,Manufacturing,Bakery Products,New,,1104844,222446.86,20.13,771912.74,110484.4,Canara Bank,Canara-Silchar-3,6,2,4,5,False,,False,,0,Operational,2025-10-28,3745357.46,94
PMEGP-2025-002553,APP-474628,KVIC-MAH-06,2025-26,2025-09-24,2025-11-17,2025-12-25,Maharashtra,Aurangabad,Aurangabad-Block-1,Rural,Male,OBC,50,12th Pass,False,Manufacturing,Electronics & IT Hardware,New,,669185,167492.59,25.03,434773.91,66918.5,Central Bank of India,Central-Aurangabad-1,3,1,2,4,False,,False,,0,Operational,2026-08-31,1879290.22,72
PMEGP-2023-002554,APP-895794,KVIC-KER-13,2024-25,2024-11-22,2025-01-08,2025-02-04,Kerala,Kochi,Kochi-Block-3,Rural,Male,SC,51,12th Pass,True,Manufacturing,Textile & Garments,New,,2203973,751096.93,34.08,1232478.77,220397.3,IndusInd Bank,IndusInd-Kochi-6,6,2,4,10,False,,False,,0,Operational,2025-09-07,4964618.53,75
PMEGP-2024-002555,APP-195849,KVIC-TAM-03,2025-26,2025-11-11,2026-01-21,2026-03-19,Tamil Nadu,Coimbatore,Coimbatore-Block-1,Rural,Male,General,42,12th Pass,True,Manufacturing,Food Processing,Upgraded,PMEGP-2023-007442,1741246,472721.91,27.15,1094399.49,174124.6,State Bank of India,State-Coimbatore-3,3,2,1,7,False,,False,,0,Operational,2026-09-17,5771354.84,80
PMEGP-2025-002556,APP-207437,KVIC-HAR-02,2025-26,2025-06-03,2025-08-19,2025-09-28,Haryana,Karnal,Karnal-Block-2,Rural,Male,OBC,23,12th Pass,False,Manufacturing,Mineral Products,New,,769682,243535.77,31.64,449178.03,76968.2,Bank of Baroda,Bank-Karnal-2,7,4,3,9,False,,False,,0,Operational,2026-05-07,2536704.62,85
PMEGP-2023-002557,APP-544419,KVIC-HAR-07,2025-26,2025-10-18,2026-01-15,2026-02-27,Haryana,Faridabad,Faridabad-Block-3,Rural,Male,OBC,37,Technical/ITI,False,Manufacturing,Handicrafts,New,,1162622,369520.08,31.78,676839.72,116262.2,Indian Bank,Indian-Faridabad-2,4,2,2,8,False,,False,,0,Operational,2026-09-22,3706616.35,95
PMEGP-2024-002558,APP-818714,KVIC-PUN-09,2025-26,2025-06-20,2025-08-31,2025-10-24,Punjab,Bathinda,Bathinda-Block-3,Rural,Female,General,30,Graduate,False,Manufacturing,Bakery Products,New,,1971731,559641.59,28.38,1214916.31,197173.1,Punjab National Bank,Punjab-Bathinda-9,7,3,4,10,False,,False,,0,Operational,2026-07-11,5165902.32,71
PMEGP-2025-002559,APP-559893,KVIC-WES-20,2023-24,2023-09-10,2023-11-13,2023-12-07,West Bengal,Siliguri,Siliguri-Block-2,Rural,Female,General,44,Below 10th,False,Service,Business Services,New,,311638,104042.17,33.39,176432.03,31163.8,Union Bank of India,Union-Siliguri-10,6,4,2,8,False,,False,,0,Operational,2024-06-12,429886.58,70
PMEGP-2023-002560,APP-937887,KVIC-RAJ-19,2024-25,2024-07-08,2024-08-15,2024-09-11,Rajasthan,Ajmer,Ajmer-Block-3,Urban,Male,General,35,12th Pass,False,Service,Business Services,New,,258681,49895.12,19.29,182917.78,25868.1,IndusInd Bank,IndusInd-Ajmer-4,7,5,2,10,False,,False,,0,Operational,2025-08-22,611755.82,70
PMEGP-2024-002561,APP-632659,KVIC-UTT-02,2024-25,2024-12-22,2025-01-22,2025-02-27,Uttar Pradesh,Agra,Agra-Block-3,Rural,Male,OBC,52,Technical/ITI,False,Service,Logistics & Warehousing,New,,733180,242402.26,33.06,417459.74,73318.0,Punjab National Bank,Punjab-Agra-10,7,3,4,12,False,,False,,0,Operational,2025-10-19,2063258.42,76
PMEGP-2025-002562,APP-371840,KVIC-RAJ-16,2024-25,2024-08-29,2024-11-25,2024-12-18,Rajasthan,Jodhpur,Jodhpur-Block-3,Rural,Male,SC,52,Graduate,False,Service,Repair & Maintenance,New,,465407,117026.06,25.14,301840.24,46540.7,Union Bank of India,Union-Jodhpur-5,6,4,2,0,False,,False,,0,Closed,2025-08-22,0.0,35
PMEGP-2023-002563,APP-715829,KVIC-WES-02,2024-25,2024-08-04,2024-09-05,2024-10-09,West Bengal,Durgapur,Durgapur-Block-1,Urban,Male,OBC,48,Below 10th,False,Service,Beauty & Wellness,New,,795905,171846.41,21.59,544468.09,79590.5,HDFC Bank,HDFC-Durgapur-9,3,2,1,7,False,,False,,0,Operational,2025-06-22,1090417.96,82
PMEGP-2024-002564,APP-555491,KVIC-MAD-07,2024-25,2024-06-04,2024-08-20,2024-10-16,Madhya Pradesh,Gwalior,Gwalior-Block-3,Urban,Male,ST,52,Graduate,False,Service,Tourism & Hospitality,New,,438938,123092.23,28.04,271951.97,43893.8,HDFC Bank,HDFC-Gwalior-6,7,4,3,9,False,,False,,0,Operational,2025-09-28,1297779.36,90
PMEGP-2025-002565,APP-498290,KVIC-TAM-09,2025-26,2025-04-06,2025-06-12,2025-07-03,Tamil Nadu,Chennai,Chennai-Block-1,Rural,Female,OBC,22,Graduate,False,Manufacturing,Handicrafts,New,,2302938,658529.2,28.6,1414115.0,230293.8,Bank of India,Bank-Chennai-5,8,4,4,9,False,,False,,0,Operational,2026-06-02,3176833.37,78
PMEGP-2023-002566,APP-145637,KVIC-UTT-08,2024-25,2024-05-18,2024-08-04,2024-09-15,Uttar Pradesh,Meerut,Meerut-Block-5,Rural,Female,General,30,Technical/ITI,False,Manufacturing,Agro-based Products,Upgraded,PMEGP-2020-030719,565183,166987.58,29.55,341677.12,56518.3,Central Bank of India,Central-Meerut-10,5,3,2,9,False,,False,,0,Operational,2025-04-17,1541237.78,76
PMEGP-2024-002567,APP-800898,KVIC-MAD-04,2025-26,2025-10-21,2025-11-26,2026-01-25,Madhya Pradesh,Gwalior,Gwalior-Block-2,Rural,Female,OBC,46,Below 10th,False,Service,IT & ITES,New,,338093,88409.7,26.15,215874.0,33809.3,Bank of India,Bank-Gwalior-1,7,3,4,8,False,,False,,0,Operational,2027-01-14,382112.68,87
PMEGP-2025-002568,APP-914729,KVIC-HAR-17,2023-24,2024-01-25,2024-03-14,2024-04-13,Haryana,Karnal,Karnal-Block-5,Rural,Female,OBC,37,12th Pass,False,Service,Transportation,New,,682270,235837.68,34.57,378205.32,68227.0,HDFC Bank,HDFC-Karnal-10,4,2,2,4,True,2026-03-30,False,,0,Under Observation,2024-12-11,363268.95,53
PMEGP-2023-002569,APP-195216,KVIC-PUN-11,2024-25,2024-12-12,2025-02-17,2025-03-20,Punjab,Patiala,Patiala-Block-3,Rural,Male,ST,40,Post Graduate,False,Manufacturing,Agro-based Products,New,,2069627,717431.79,34.66,1145232.51,206962.7,Bank of India,Bank-Patiala-10,8,3,5,13,False,,False,,0,Operational,2026-01-23,3564324.59,93
PMEGP-2024-002570,APP-221608,KVIC-KER-10,2025-26,2025-05-15,2025-07-12,2025-08-08,Kerala,Thiruvananthapuram,Thiruvananthapuram-Block-4,Urban,Male,General,30,Graduate,False,Service,Professional Services,New,,311642,54862.13,17.6,225615.67,31164.2,HDFC Bank,HDFC-Thiruvananthapuram-4,3,1,2,3,False,,False,,0,Operational,2026-07-28,311888.12,73
PMEGP-2025-002571,APP-124818,KVIC-KAR-16,2025-26,2025-05-12,2025-06-24,2025-08-16,Karnataka,Mangaluru,Mangaluru-Block-2,Urban,Male,OBC,45,Below 10th,False,Service,Repair & Maintenance,New,,628505,126350.63,20.1,439303.87,62850.5,Union Bank of India,Union-Mangaluru-1,8,5,3,10,False,,False,,0,Operational,2026-02-22,1091124.92,73
PMEGP-2023-002572,APP-863783,KVIC-RAJ-06,2024-25,2024-10-17,2024-12-07,2025-02-02,Rajasthan,Jaipur,Jaipur-Block-1,Rural,Male,OBC,45,10th Pass,False,Manufacturing,Rubber & Plastic Products,New,,666629,171532.32,25.73,428433.78,66662.9,Punjab National Bank,Punjab-Jaipur-1,8,5,3,6,False,,False,,0,Operational,2025-09-04,1223955.33,87
PMEGP-2024-002573,APP-943744,KVIC-PUN-16,2024-25,2024-06-07,2024-08-10,2024-10-09,Punjab,Amritsar,Amritsar-Block-1,Urban,Male,ST,39,Technical/ITI,False,Service,Logistics & Warehousing,New,,554953,172753.96,31.13,326703.74,55495.3,ICICI Bank,ICICI-Amritsar-6,3,1,2,3,False,,False,,0,Under Observation,2025-07-29,260602.03,64
PMEGP-2025-002574,APP-540400,KVIC-TAM-07,2023-24,2023-12-08,2024-02-06,2024-03-09,Tamil Nadu,Coimbatore,Coimbatore-Block-5,Rural,Male,General,41,Technical/ITI,False,Manufacturing,Paper & Paper Products,New,,955130,262587.83,27.49,597029.17,95513.0,Canara Bank,Canara-Coimbatore-8,6,3,3,6,True,2025-10-20,False,,0,Operational,2025-01-16,3204050.14,95
PMEGP-2023-002575,APP-326438,KVIC-TAM-04,2024-25,2025-02-06,2025-04-03,2025-05-25,Tamil Nadu,Chennai,Chennai-Block-3,Urban,Male,General,23,Below 10th,False,Manufacturing,Handicrafts,New,,1295566,291895.81,22.53,874113.59,129556.6,State Bank of India,State-Chennai-8,10,5,5,10,False,,False,,0,Operational,2025-12-08,1428330.45,73
PMEGP-2024-002576,APP-303119,KVIC-KER-19,2025-26,2025-09-08,2025-11-17,2025-12-18,Kerala,Kollam,Kollam-Block-4,Urban,Female,OBC,45,12th Pass,False,Service,IT & ITES,Upgraded,PMEGP-2020-004476,578737,140084.62,24.21,380778.68,57873.7,Bank of India,Bank-Kollam-8,3,1,2,2,False,,False,,0,Operational,2026-06-22,1902631.43,76
PMEGP-2025-002577,APP-290332,KVIC-BIH-18,2023-24,2023-04-03,2023-06-07,2023-07-28,Bihar,Gaya,Gaya-Block-1,Urban,Male,OBC,50,10th Pass,False,Service,Retail Trade,New,,897581,182034.11,20.28,625788.79,89758.1,ICICI Bank,ICICI-Gaya-6,2,0,2,7,False,,False,,0,Operational,2024-07-01,2116178.2,71
PMEGP-2023-002578,APP-982163,KVIC-TEL-05,2023-24,2023-07-29,2023-09-26,2023-11-08,Telangana,Warangal,Warangal-Block-1,Urban,Female,OBC,51,10th Pass,False,Service,Healthcare Services,New,,289794,63010.65,21.74,197803.95,28979.4,IndusInd Bank,IndusInd-Warangal-5,6,4,2,9,False,,False,,0,Operational,2024-05-19,463565.89,93
PMEGP-2024-002579,APP-904460,KVIC-MAD-01,2025-26,2025-05-11,2025-07-23,2025-09-20,Madhya Pradesh,Gwalior,Gwalior-Block-5,Urban,Male,OBC,54,10th Pass,False,Service,Beauty & Wellness,New,,770541,185023.33,24.01,508463.57,77054.1,IndusInd Bank,IndusInd-Gwalior-1,2,1,1,1,False,,False,,0,Operational,2026-07-17,2692200.86,69
PMEGP-2025-002580,APP-281216,KVIC-HAR-06,2023-24,2023-04-15,2023-06-19,2023-08-14,Haryana,Ambala,Ambala-Block-1,Urban,Male,SC,28,Post Graduate,False,Service,Tourism & Hospitality,New,,989142,254691.41,25.75,635536.39,98914.2,Union Bank of India,Union-Ambala-6,3,1,2,4,False,,False,,0,Operational,2024-07-11,1136791.14,85
PMEGP-2023-002581,APP-833663,KVIC-ODI-08,2024-25,2024-09-13,2024-11-18,2024-12-29,Odisha,Bhubaneswar,Bhubaneswar-Block-2,Rural,Female,SC,34,Below 10th,False,Manufacturing,Mineral Products,New,,1187556,362185.47,30.5,706614.93,118755.6,ICICI Bank,ICICI-Bhubaneswar-10,11,8,3,16,False,,False,,0,Operational,2025-09-24,2054248.62,68
PMEGP-2024-002582,APP-582600,KVIC-UTT-07,2023-24,2023-10-02,2023-11-29,2024-01-22,Uttar Pradesh,Kanpur,Kanpur-Block-2,Urban,Male,General,21,Post Graduate,False,Service,Business Services,New,,764583,166248.14,21.74,521876.56,76458.3,State Bank of India,State-Kanpur-7,8,5,3,6,False,,False,,0,Operational,2024-12-21,2470818.11,74
PMEGP-2025-002583,APP-170294,KVIC-TAM-08,2024-25,2024-11-25,2025-01-15,2025-01-30,Tamil Nadu,Madurai,Madurai-Block-1,Rural,Female,General,22,Below 10th,False,Manufacturing,Metal Products,Upgraded,PMEGP-2019-032351,1862364,575318.32,30.89,1100809.28,186236.4,Bank of India,Bank-Madurai-9,10,7,3,13,False,,False,,0,Operational,2025-10-24,6476620.34,86
PMEGP-2023-002584,APP-667499,KVIC-PUN-04,2023-24,2023-09-21,2023-12-20,2024-01-04,Punjab,Jalandhar,Jalandhar-Block-5,Rural,Male,ST,40,12th Pass,False,Service,Retail Trade,New,,511087,172466.42,33.75,287511.88,51108.7,ICICI Bank,ICICI-Jalandhar-8,3,1,2,4,False,,False,,0,Operational,2024-10-10,665438.06,78
PMEGP-2024-002585,APP-752240,KVIC-TAM-17,2023-24,2023-08-28,2023-11-09,2023-12-19,Tamil Nadu,Tiruchirappalli,Tiruchirappalli-Block-2,Rural,Male,OBC,48,12th Pass,False,Service,Hotel & Restaurant,New,,766416,249918.6,32.61,439855.8,76641.6,Punjab National Bank,Punjab-Tiruchirappalli-5,8,4,4,8,False,,False,,0,Under Observation,2024-06-26,287087.92,49
PMEGP-2025-002586,APP-931761,KVIC-GUJ-09,2024-25,2024-07-25,2024-10-04,2024-11-23,Gujarat,Vadodara,Vadodara-Block-1,Rural,Male,OBC,46,10th Pass,False,Service,Hotel & Restaurant,New,,710650,242276.42,34.09,397308.58,71065.0,Indian Bank,Indian-Vadodara-5,7,3,4,8,False,,False,,0,Operational,2025-08-05,1478027.18,84
PMEGP-2023-002587,APP-310963,KVIC-MAH-15,2025-26,2025-11-06,2026-01-11,2026-02-13,Maharashtra,Nashik,Nashik-Block-4,Urban,Female,General,37,Below 10th,False,Service,Repair & Maintenance,New,,782916,156896.4,20.04,547728.0,78291.6,Axis Bank,Axis-Nashik-9,7,2,5,11,False,,False,,0,Operational,2027-01-03,1309749.86,81
PMEGP-2024-002588,APP-871516,KVIC-ASS-11,2025-26,2025-10-31,2026-01-24,2026-03-24,Assam,Dibrugarh,Dibrugarh-Block-5,Urban,Male,ST,49,12th Pass,False,Manufacturing,Electronics & IT Hardware,New,,658075,221135.08,33.6,371132.42,65807.5,Punjab National Bank,Punjab-Dibrugarh-1,9,6,3,13,False,,False,,0,Operational,2027-01-15,1738023.65,85
PMEGP-2025-002589,APP-258582,KVIC-BIH-08,2023-24,2023-11-06,2023-12-24,2024-01-13,Bihar,Muzaffarpur,Muzaffarpur-Block-5,Rural,Male,General,49,Post Graduate,False,Service,Tourism & Hospitality,New,,532431,145999.01,27.42,333188.89,53243.1,Canara Bank,Canara-Muzaffarpur-8,5,2,3,3,False,,False,,0,Operational,2024-07-29,1432898.19,95
PMEGP-2023-002590,APP-267885,KVIC-ASS-09,2024-25,2024-08-21,2024-10-26,2024-11-23,Assam,Guwahati,Guwahati-Block-4,Rural,Female,OBC,43,Technical/ITI,False,Manufacturing,Leather Products,New,,1753333,476464.16,27.17,1101535.54,175333.3,HDFC Bank,HDFC-Guwahati-3,7,3,4,8,False,,False,,0,Operational,2025-09-11,5034036.1,82
PMEGP-2024-002591,APP-115298,KVIC-GUJ-19,2025-26,2025-06-09,2025-08-06,2025-08-21,Gujarat,Ahmedabad,Ahmedabad-Block-4,Rural,Male,OBC,33,Graduate,False,Manufacturing,Chemical & Chemical Products,New,,643177,164480.49,25.57,414378.81,64317.7,HDFC Bank,HDFC-Ahmedabad-8,8,3,5,12,False,,False,,0,Operational,2026-07-15,1152005.26,70
PMEGP-2025-002592,APP-553099,KVIC-TAM-06,2024-25,2025-03-23,2025-06-18,2025-08-09,Tamil Nadu,Chennai,Chennai-Block-2,Rural,Male,OBC,51,10th Pass,False,Manufacturing,Chemical & Chemical Products,New,,2128049,681711.53,32.03,1233532.57,212804.9,Central Bank of India,Central-Chennai-2,5,2,3,8,False,,False,,0,Operational,2026-05-15,2429401.73,93
PMEGP-2023-002593,APP-607266,KVIC-TEL-01,2023-24,2023-07-04,2023-08-07,2023-08-31,Telangana,Warangal,Warangal-Block-1,Rural,Female,SC,42,Graduate,True,Service,Logistics & Warehousing,New,,730524,190255.99,26.04,467215.61,73052.4,ICICI Bank,ICICI-Warangal-6,8,5,3,7,False,,False,,0,Operational,2024-05-31,1678112.86,72
PMEGP-2024-002594,APP-248752,KVIC-RAJ-01,2025-26,2025-09-28,2025-11-16,2025-12-12,Rajasthan,Udaipur,Udaipur-Block-4,Urban,Female,OBC,21,Post Graduate,True,Service,Business Services,Upgraded,PMEGP-2023-021866,714961,207759.02,29.06,435705.88,71496.1,HDFC Bank,HDFC-Udaipur-4,5,3,2,3,False,,False,,0,Operational,2026-12-05,1144354.67,95
PMEGP-2025-002595,APP-315523,KVIC-MAH-11,2023-24,2023-04-16,2023-05-28,2023-06-29,Maharashtra,Pune,Pune-Block-4,Rural,Female,OBC,33,10th Pass,False,Service,Tourism & Hospitality,New,,740627,243446.75,32.87,423117.55,74062.7,Bank of India,Bank-Pune-7,7,3,4,9,False,,False,,0,Operational,2024-05-31,1791225.05,93
PMEGP-2023-002596,APP-812668,KVIC-TEL-16,2025-26,2025-09-02,2025-11-25,2026-01-07,Telangana,Khammam,Khammam-Block-1,Rural,Male,SC,23,Graduate,False,Service,Retail Trade,New,,226103,60497.38,26.76,142995.32,22610.3,Central Bank of India,Central-Khammam-5,5,2,3,4,False,,False,,0,Operational,2026-09-15,320507.05,90
PMEGP-2024-002597,APP-351252,KVIC-UTT-19,2023-24,2023-08-05,2023-10-29,2023-12-11,Uttar Pradesh,Lucknow,Lucknow-Block-3,Rural,Female,OBC,26,Technical/ITI,False,Manufacturing,Mineral Products,New,,1885118,495712.28,26.3,1200893.92,188511.8,Central Bank of India,Central-Lucknow-5,7,4,3,8,False,,False,,0,Operational,2024-09-15,5531655.89,82
PMEGP-2025-002598,APP-558943,KVIC-TEL-17,2025-26,2025-04-22,2025-07-03,2025-08-27,Telangana,Khammam,Khammam-Block-2,Urban,Male,OBC,50,Graduate,False,Manufacturing,Handicrafts,Upgraded,PMEGP-2023-023448,2370733,448649.77,18.92,1685009.93,237073.3,Central Bank of India,Central-Khammam-8,7,5,2,0,False,,False,,0,Closed,2026-05-17,0.0,18
PMEGP-2023-002599,APP-492855,KVIC-WES-05,2025-26,2025-10-31,2026-01-01,2026-02-12,West Bengal,Kolkata,Kolkata-Block-5,Rural,Male,ST,39,Post Graduate,False,Manufacturing,Agro-based Products,New,,1547469,516159.82,33.36,876562.28,154746.9,Union Bank of India,Union-Kolkata-2,7,4,3,7,False,,False,,0,Operational,2026-12-14,4691511.19,81
PMEGP-2024-002600,APP-479110,KVIC-MAH-20,2025-26,2025-11-12,2025-12-26,2026-02-19,Maharashtra,Nagpur,Nagpur-Block-1,Rural,Male,General,53,Post Graduate,False,Service,Repair & Maintenance,New,,381530,107649.83,28.22,235727.17,38153.0,Indian Bank,Indian-Nagpur-4,7,3,4,9,False,,False,,0,Operational,2027-02-09,1062861.55,83
PMEGP-2025-002601,APP-280381,KVIC-TAM-19,2025-26,2025-04-22,2025-07-01,2025-07-26,Tamil Nadu,Coimbatore,Coimbatore-Block-2,Rural,Female,General,54,10th Pass,False,Manufacturing,Food Processing,New,,1158596,290758.62,25.1,751977.78,115859.6,ICICI Bank,ICICI-Coimbatore-1,3,1,2,8,False,,False,,0,Operational,2026-07-19,1084733.44,91
PMEGP-2023-002602,APP-228894,KVIC-HAR-09,2023-24,2023-07-18,2023-10-11,2023-11-03,Haryana,Gurugram,Gurugram-Block-3,Urban,Male,General,53,12th Pass,False,Service,Entertainment Services,New,,568161,141877.59,24.97,369467.31,56816.1,Indian Bank,Indian-Gurugram-8,8,4,4,13,False,,False,,0,Operational,2024-05-19,828012.84,76
PMEGP-2024-002603,APP-970368,KVIC-KER-13,2024-25,2025-03-08,2025-04-24,2025-05-16,Kerala,Thrissur,Thrissur-Block-4,Rural,Male,ST,21,12th Pass,False,Manufacturing,Chemical & Chemical Products,New,,1375958,430487.81,31.29,807874.39,137595.8,HDFC Bank,HDFC-Thrissur-10,6,2,4,5,False,,False,,0,Operational,2025-12-07,2069172.06,77
PMEGP-2025-002604,APP-818926,KVIC-HAR-15,2024-25,2024-09-06,2024-10-29,2024-12-11,Haryana,Ambala,Ambala-Block-4,Urban,Male,General,46,12th Pass,False,Service,Repair & Maintenance,New,,954530,145036.62,15.19,714040.38,95453.0,Indian Bank,Indian-Ambala-7,5,2,3,7,False,,False,,0,Operational,2025-10-10,2408269.96,77
PMEGP-2023-002605,APP-149145,KVIC-UTT-05,2024-25,2025-01-13,2025-03-06,2025-03-29,Uttar Pradesh,Meerut,Meerut-Block-3,Urban,Male,OBC,48,12th Pass,False,Service,Education & Training,New,,536231,117269.53,21.87,365338.37,53623.1,Bank of Baroda,Bank-Meerut-2,5,2,3,8,False,,False,,0,Operational,2025-10-10,1725694.99,74
PMEGP-2024-002606,APP-701071,KVIC-MAD-19,2025-26,2025-09-07,2025-11-10,2025-12-28,Madhya Pradesh,Ujjain,Ujjain-Block-2,Urban,Male,SC,53,Graduate,True,Manufacturing,Handicrafts,New,,1481508,413525.71,27.91,919831.49,148150.8,Bank of India,Bank-Ujjain-5,7,5,2,7,False,,False,,0,Operational,2026-08-07,2902696.42,65
PMEGP-2025-002607,APP-552067,KVIC-BIH-14,2025-26,2025-04-20,2025-07-02,2025-08-30,Bihar,Bhagalpur,Bhagalpur-Block-1,Urban,Male,General,31,Post Graduate,False,Manufacturing,Mineral Products,New,,1624513,346287.72,21.32,1115773.98,162451.3,Central Bank of India,Central-Bhagalpur-4,11,4,7,15,False,,False,,0,Under Observation,2026-08-20,1103756.45,48
PMEGP-2023-002608,APP-136386,KVIC-TAM-14,2025-26,2025-04-16,2025-06-09,2025-07-24,Tamil Nadu,Madurai,Madurai-Block-4,Rural,Female,General,33,Post Graduate,False,Manufacturing,Textile & Garments,New,,1015383,262273.86,25.83,651570.84,101538.3,Bank of Baroda,Bank-Madurai-2,7,4,3,8,False,,False,,0,Operational,2026-02-03,1732444.73,71
PMEGP-2024-002609,APP-193283,KVIC-PUN-01,2024-25,2025-01-04,2025-03-19,2025-04-15,Punjab,Amritsar,Amritsar-Block-2,Rural,Female,OBC,26,Below 10th,False,Manufacturing,Food Processing,Upgraded,PMEGP-2020-043817,544988,167628.92,30.76,322860.28,54498.8,Indian Bank,Indian-Amritsar-6,7,5,2,10,False,,False,,0,Operational,2026-01-07,1507183.97,81
PMEGP-2025-002610,APP-622350,KVIC-KER-05,2025-26,2025-06-21,2025-08-13,2025-09-05,Kerala,Kozhikode,Kozhikode-Block-3,Rural,Male,SC,46,Below 10th,False,Manufacturing,Chemical & Chemical Products,New,,656908,168207.66,25.61,423009.54,65690.8,Union Bank of India,Union-Kozhikode-4,9,6,3,14,False,,False,,0,Operational,2026-05-07,769221.48,76
PMEGP-2023-002611,APP-576916,KVIC-RAJ-19,2023-24,2024-03-28,2024-05-30,2024-06-27,Rajasthan,Jaipur,Jaipur-Block-4,Urban,Female,General,55,10th Pass,False,Manufacturing,Leather Products,New,,1552080,305329.98,19.67,1091542.02,155208.0,Central Bank of India,Central-Jaipur-2,6,3,3,9,False,,False,,0,Operational,2025-03-23,2635484.46,77
PMEGP-2024-002612,APP-544820,KVIC-HAR-19,2025-26,2025-09-06,2025-11-02,2025-12-02,Haryana,Faridabad,Faridabad-Block-5,Urban,Female,OBC,43,Technical/ITI,False,Manufacturing,Agro-based Products,New,,1626586,341009.8,20.96,1122917.6,162658.6,Indian Bank,Indian-Faridabad-5,4,3,1,9,False,,False,,0,Operational,2026-11-14,4637820.46,82
PMEGP-2025-002613,APP-247709,KVIC-WES-20,2025-26,2025-06-23,2025-09-21,2025-11-18,West Bengal,Kolkata,Kolkata-Block-1,Rural,Female,ST,28,Technical/ITI,False,Service,Beauty & Wellness,New,,335170,113028.18,33.72,188624.82,33517.0,Union Bank of India,Union-Kolkata-7,6,3,3,8,False,,False,,0,Operational,2026-10-26,437589.9,80
PMEGP-2023-002614,APP-541351,KVIC-PUN-18,2023-24,2024-03-26,2024-06-24,2024-07-19,Punjab,Amritsar,Amritsar-Block-4,Rural,Female,General,39,10th Pass,True,Manufacturing,Non-Metallic Products,New,,1601446,427462.81,26.69,1013838.59,160144.6,Bank of India,Bank-Amritsar-2,10,4,6,15,False,,False,,0,Operational,2025-03-04,3681083.75,78
PMEGP-2024-002615,APP-604770,KVIC-ASS-01,2023-24,2024-01-15,2024-03-31,2024-05-23,Assam,Guwahati,Guwahati-Block-1,Rural,Male,General,29,Technical/ITI,False,Manufacturing,Mineral Products,New,,2280894,741124.38,32.49,1311680.22,228089.4,Central Bank of India,Central-Guwahati-2,12,5,7,10,False,,False,,0,Operational,2025-05-11,3729958.23,90
PMEGP-2025-002616,APP-750275,KVIC-TEL-07,2025-26,2025-06-20,2025-09-12,2025-11-09,Telangana,Warangal,Warangal-Block-1,Rural,Male,General,55,Technical/ITI,False,Manufacturing,Metal Products,New,,833123,230992.81,27.73,518817.89,83312.3,Punjab National Bank,Punjab-Warangal-3,4,3,1,0,False,,False,,0,Closed,2026-10-18,0.0,12
